Name,Date,Is Weekend?,Unique,Male,Female,Final Count,Keywords,Genre,Attending,Interested,Declined,Maybe,Post Consumptions,Post Impressions,Post Impressions Paid,Post Impressions Paid Unique,Post Engaged Fan,Post Engaged Users,Post Negative Feedback,Post Stories,Post Storytellers,Page Post Engagements,Page Posts Impressions,Post Interests Impressions,Post Interests Consumptions,Page Story Adds,Post Reactions Like Total,Post Reactions Wow Total,Post Reactions Love Total,Post Reactions Haha Total,Post Reactions Sorry Total,Post Reactions Anger Total,Post Video Views,Description,EVALUATION?
"The Division Men w/ Shady Mayor, The Unrefined","7/8/2017, 10:30:00 PM",1,37,0,0,37,folk,other,17,22,0,22,,,,,,,,,,,,,,,,,,,,,,The Division Men ~ Niños Del Sol Tour 2017  July 8th  2017 10:30pm ›› $7 ›› 21+  Lineup :  The Unrefined    ›››    10:30pm The Division Men     ›››    11:15pm Shady Mayor                ›››    12am  Join us Indianapolis. We'll be playing at Pioneer. We're on tour for 8 months and we would really enjoy your presence and support.  Shady Mayor https://shadymayor.bandcamp.com/releases  The Unrefined   https://njandtheunrefined.bandcamp.com/  See you soon. The Division Men www.divisionmen.com    more dates TBA 05.18.17 Tucson  AZ @ Loudhouse 05.23.17 El Paso  TX @ Love Buzz 05.26.17 Austin  TX @ Letsbevy House Show 05.28.17 San Antonio  TX @ Gold Bar 05.31.17 Houston  TX @ Super Happy Fun Land 06.01.17 Lafayette  LA @ Artmosphere 06.02.17 Baton Rouge  LA @ Dyson House Listening Room 06.04.17 New Orleans @ Siberia 06.07.17 Memphis  TN @ Cafe Eclectic 06.08.17 Birmingham  AL @ Moonlight on the Mountain 06.10.17 Nashville  TN @ Tennessee Brew Works 06.11.17 Nashville  TN @ Crying Wolf 06.13.17 Paducah  KY @ Dry Ground Brewing 06.14.17 Cape Girardeau  MO @ Underberg House Concerts 06.15.17 Jackson  MO @ Stooges 06.16.17 Lawrence  KS @ Replay Lounge 06.17.17 Lawrence  KS @ Frank's North Star Tavern 06.20.17 Cedar Rapids  IA @ Vineria Wine 06.21.17 Minneapolis  MN @ Driftwood Char Bar 06.23.17 Minneapolis  MN @ Underground Music Cafe 06.27.17 Appleton  WI @ Spats 06.28.17 Green Bay  WI @ Chefusion & Fusion Lounge 06.29.17 Milwaukee  WI @ Frank's Power Plant 06.30.17 Madison  WI @ The Wisco 07.05.17 Chicago  IL @ Uncommon Ground (Edgewater) 07.06.17 Chicago  IL @ Moe's Tavern 07.08.17 Indianapolis  IN @ Pioneer 07.09.17 Louisville  KY @ Mag Bar 07.11.17 Dayton  OH @ Southpark Tavern 07.12.17 Columbus  OH @ Spacebar 07.14.17 Lakewood  OH @ Root Cafe 07.15.17 Wadsworth  OH @ Sonnets 07.19.17 Brooklyn  NY @ Muchmore's 07.21.17 Collingswood  NJ @ Grooveground 07.23.17 Philadelphia  PA @ Kung Fu Necktie 07.26.17 Bristol  CT @ Bleachers 07.30.17 Boston  MA @ Tavern at the End of the World 08.09.17 Buffalo  NY @ Daily Planet,
First Friday at Pioneer : Art Exhibition w/ Big Robot & more,"7/7/2017, 10:00:00 PM",1,104,0,0,96,"first friday, rock, art show, free",other,41,160,0,160,0,0,0,0,3,6,0,7,6,,,,,,0,0,0,0,0,0,0,First Friday in July! The artwork of a few prominent indianapolis artists will be on display at Pioneer. Come support the local scene!  Featured artists include Jacob Gardner  Katon Zike  Alex Gonzales  and Ian Kime  Musical performances by :  10:30pm ~ Process My Office 11:15pm  ~  Big Robot 12am  ~ Linda  7/7 10pm ›‹ 21+ *free*  ///////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////\\\\\\\\\\\\\\\\\\\\\\/////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\  LINDA Minimal industrial techno-goth beats from Jon of Ray Creature https://www.instagram.com/p/BTHbVAmlUte/?hl=en https://www.facebook.com/pg/Linda-412492959122252/about/?ref=page_internal  Big Robot Big Robot creates artistic works that interweave aesthetic expression with computer interactivity  media and information technology. With integration of sound/video design  live percussion and electronics  the group creates a multi-dimensional performance that explores the cross points of virtual and physical gesture  sound and space.  Process My Office Pop  Vintage Electronics  Analogue Synthesizers,
"John Stamps Tour Kick Off w/ Raw Image, Heyzeus, Kiddo, + more","7/6/2017, 10:00:00 PM",0,140,0,0,140,hiphop,hiphop,83,100,0,100,0,0,0,0,1,4,0,4,4,,,,,,0,0,0,0,0,0,0,John Stamps is breaking out on tour in July and we've got a dope lineup put together to send him off! Come party.  7.6 // 10:30pm // $7 door 21+  Kiddo      ›››   10:30pm Heyzeus     ›››   10:45pm Raw Image    ›››   11:15pm Mathaius Young  ››› & Nagasaki Dirt      ›››    11:45pm John Stamps               ›››   12:30am ›››››››››››››››››››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹››››››››››››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹›››››››››››››››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹ _/﹋\_ (҂`_´) < ︻╦╤─ ҉ - - _/﹋\_  John Stamps John Stamps has a commanding presence in the Indianapolis music scene. He continuously tours the country to broaden his growing fan base proving he isn't satisfied with being confined to his city limits. Stamps has branched out to states such as Kentucky  Alabama  Tennessee  the Carolinas  Georgia  Florida  Louisiana  Texas and many more. John has opened for multiple national touring artists such as: Lupe Fiasco  Danny Brown  Waka Flocka  Mick Jenkins  Pouya  $uicide Boys and MGK  Stamps has established himself as a house hold name in the Indianapolis hip-hop scene. His first full length album  'Green Eggs and Yam'  is now available via all fine digital retailers and streaming services. http://www.iyamjohnstamps.com/  Raw Image Rippin post-punk from Indianapolis  HEYZEUS https://soundcloud.com/heyzeusxx https://t.co/moxTV2h4IT  Kiddo Brand new punk outfit from Indianapolis https://kiddo317.bandcamp.com/track/kiddo-demo  Mathaius Young https://soundcloud.com/mathaiusyoung  Nagasaki Dirt https://soundcloud.com/nagasakidirt  http://www.pioneerindy.com/,
Clint Breeze & the Groove // DAM! // DJ Kyle Long,"7/1/2017, 10:30:00 PM",1,133,0,0,132,hiphop,hiphop,64,175,0,175,0,0,0,0,0,2,0,2,2,,,,,,0,0,0,0,0,0,0,We're doing it big for the first day of July! Clint Breeze and the Groove are gonna break it down.  July 1st // $7 // 21+ Doors at 10:30pm Music at 11pm  Lineup :  11pm       ›››  DJ Kyle Long 11:15pm     ›››  DAM! 12am             ›››  Clint Breeze & the Groove  **DJ Kyle Long to spin before  in-between  and after the bands**  /////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\  Clint Breeze & the Groove  Clint Breeze is the brain child of Indianapolis native and hip-hop producer Carrington Clinton. With Jazz and Soul influenced sounds  Heavy drum compositions and with a balance of raw and catchy rhythm and melody  Clint Breeze makes music for the soul. http://www.clintbreeze.com/  DAM!  DJ/drums instrumental mashup featuring Devon Ashley  Mike Graves (aka DJ Dicky Foxxx)  and Player Paino,
Jim Loughery : Jazz Pianist,"6/30/2017, 8:30:00 PM",1,0,0,0,0,,other,2,26,0,26,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,June 30th 8:30pm to 11pm free  Jim Loughery studied music composition at the University of Indianapolis and is a very versatile piano player  mastering styles ranging from Classical  to various forms of jazz and Pop. Peak some of his work here : https://soundcloud.com/jimloughery  ***Show to run through the end of dinner service. Reservations for dine-in available as usual***,
DJ Littletown : Pint Night Spins,"6/28/2017, 10:00:00 PM",0,0,0,0,0,,electronic,22,84,0,84,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Pint Night's every wednesday  which means discounted burrs  half off all snacks  and on this special occasion  aural delights as provided by Jess aka DJ Little Town  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free,
I Barking Love Dogs : Comedy Benefit Show for the Humane Society,"6/27/2017, 9:00:00 PM",0,0,0,0,0,,other,24,82,0,82,0,0,0,0,0,2,0,2,2,,,,,,0,0,0,0,0,0,0,June 27th 9 - 11pm $10 suggested donation  **A comedy show benefitting the Humane Society of Indianapolis**  Ben Moore Shannon Rostin Brock Benefiel Jordan Dybas and more TBA!!!    Ben Moore began doing stand-up comedy in a small back room bar packed with drunk college students somewhere in the sleepy Midwest.  He's gone on to become a favorite on the nationally syndicated Bob and Tom Radio Show and continues to endlessly tour the nation's finest comedy clubs.  He was a finalist in The Laughing Skull Comedy Festival,
Spellbound Darkwave DJ night at Pioneer: June 2017 Edition,"6/24/2017, 10:30:00 PM",1,173,0,0,172,"spellbound, electronic",electronic,97,187,0,187,,,,,,,,,,,,,,,,,,,,,,Indy CD & Vinyl and Jagermeister present SPELLBOUND A new darkwave / goth / dark alternative / retro / 80s / bloghouse DJ dance night at Pioneer Indy in Fountain Square! Dance your corpse paint off with your hosts Andy & Annie of A-Squared Industries and DJ Evil Twin June 2017 guests: SKELETON HANDS - an amazing darkwave band from Cincinnati performing live to open the night!  Dark Times For Dark People - only a $5 cover | 21+ with valid ID #SpellboundIndy Jägermeister Pioneer Indy Skeleton Hands A Squared Industries Indy CD & Vinyl,
Obtuse :: Talissman // D-strange,"6/22/2017, 10:30:00 PM",0,110,0,0,104,"obtuse, electronic, free, dance",electronic,27,23,0,23,0,0,0,0,1,2,0,2,2,,,,,,0,0,0,0,0,0,0,Talissman      ›››   10:30pm https://soundcloud.com/talisman00666  D-Strange       ›››   11:30pm https://soundcloud.com/dstrange-estmort  ***Get lit***  London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   5.4 // 10pm \\ 21+  FREE SHOW  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante. Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.  https://www.facebook.com/ObtuseIndy/?fref=ts,
Midweek Mashup! Pioneer Presents the Charlie Ballantine Trio,"6/21/2017, 6:00:00 PM",0,0,0,0,0,,other,5,18,0,18,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Midweek Mashup: Presented by Comcast Business & Nottingham Reality. in the Fountain Square Plaza! All Ages Free   Midweek Mashup is a weekly Summer concert series put on by the Fountain Square Merchant's Association. A group of venues in the area are taking turns bringing some talent to the Fountain Square Plaza!  This week Pioneer is proud to bring you the Charlie Ballantine Trio!  Named Indianapolis'  Best Jazz Musician  of 2015 and 2016 by NUVO Magazine  Charlie Ballantine  is a professional guitarist who performs regularly around the midwest. Charlie has been a featured artist at notable events such as the Penrod Art Festival  The Indianapolis Jazz Festival  The Bloomington Jazz Festival and is a frequent performer at renowned jazz clubs such as The Jazz Kitchen and The Chatterbox.  He also holds a degree in jazz studies from Indiana University where he studied under Corey Christiansen  David Baker  and many others. His music stems from the traditions of folk  jazz  and blues music with influences such as Bill Frisell  John Scofield  Wes Montgomery  and Jimi Hendrix.,
Wax Fang // Sweet Poison Victim // Frederick the Younger,"6/17/2017, 10:30:00 PM",1,118,0,0,117,rock,rock,49,143,0,143,0,0,0,0,0,1,0,3,1,,,,,,0,0,0,0,0,0,0,6.17 // 10:30pm // $7 21+ Indie-Rock ›‹ dance ›‹ psychedelic rock  Lineup : Frederick the Younger ››› 10:30pm Wax Fang ››› 11:15pm Sweet Poison Victim ››› 12:00am   ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~  Sweet Poison Victim https://sweetpoisonvictim.bandcamp.com/  WAX FANG https://waxfangmusic.bandcamp.com/  Frederick The Younger https://fredericktheyounger.com/welcome/,
Premium Blend Album Release w/ Bashiri Asad After Party,"6/9/2017, 8:00:00 PM",1,24,0,0,23,jazz,other,12,78,0,78,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,June 9th - $5 cover starting at 10pm  Premium Blend  8pm - 10pm **Show to run through dinner-service / reservations for dine-in available as usual**  Bashiri Asad  10pm-12am  CDs will be available for $10  ////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\  Premium Blend Jazz-fusion http://www.premiumblendindy.com/  Bashiri Asad soul/indie/r&b The Official Bashiri Asad Fan Page https://bashiriasad.bandcamp.com/,
Obtuse :: GNZ // DJ Modest,"6/8/2017, 10:30:00 PM",0,54,0,0,54,"obtuse, electronic, free, dance",electronic,24,28,0,28,0,0,0,0,1,1,0,2,1,,,,,,0,0,0,0,0,0,0,GNZ              ›››   10:30pm https://soundcloud.com/a_gnzls  DJ Modest    ›››   11:30pm https://soundcloud.com/nawyeahnawyeah  ***Get lit***  London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   5.4 // 10pm \\ 21+  FREE SHOW  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante. Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.  https://www.facebook.com/ObtuseIndy/?fref=ts,
Adam Yeager and John Fell : Duo Gypsy Guitars,"6/3/2017, 8:30:00 PM",1,0,0,0,0,,other,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Saturday June 3rd 8:30pm to 11pm  Free Show  John Fell and Adam Yeager are both students of jazz and work their own way through the Indianapolis jazz scene. John performs in the Mark Ortwein Jazztet and Adam Yeager can be found leading the Yeager Swing Quartet throughout the Midwest. Both guitarists share an equal amount of love and respect for the music of Django Reinhardt and his contemporaries. Adam and John will be playing a smooth blend of gypsy jazz stylings ranging from slow ballads to fast paced bebop and swing.  The show will run through the end of dinner service. Reservations for dine-in available as normal.,
Mr Mitch // Oreo Jones // duchess & dilettante,"6/2/2017, 10:30:00 PM",1,119,0,0,119,"electronic, first friday",electronic,63,152,0,152,0,0,0,0,0,4,0,7,4,,,,,,0,0,0,0,0,0,0,Mr Mitch may bristle at the notion of being labeled a  grime composer   but what his best subsequent works and collaborations have invoked are an urban romanticism expressed in a new type of electronic classical music.       ~ (NPR; http://www.npr.org/2017/04/13/523606071/first-listen-mr-mitch-devout)  6.2  ~  $10 10:30pm doors  11pm show  lineup :  duchess & dilettante (OBTUSE)      ››› 10:30pm Oreo Jones                                      ››› 11:15pm Mr Mitch                                           ››› 12:00am  ***This show will also include a television/light installation as provided by the hakk.haus***  //////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\//////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\  MR MITCH  As the founder of fast rising record label Gobstopper Records and co-founder of club-night  now also record label Boxed  he’s a curator and auteur at the forefront of forward thinking instrumental grime  ambient and experimental electronic music.  He’s currently signed to Planet Mu as a solo artist about to release his new album 'Devout' on the follow up to his critically acclaimed debut LP ‘Parallel Memories’. As a producer/co-writer he has worked with grime stalwarts Skepta  P-Money and more recently with r&b/electronic star Katy B. He is fast becoming a go-to producer/writer outside of the instrumental grime sphere.  Mr. Mitch is steadily  but forcefully pushing the boundaries of electronic music and pop culture in a way only he does  releasing his second album on Planet Mu in April 2017. It’s about love  loyalty  family and the start and end of relationships  with an overarching theme about becoming a father  all delivered with warmth and emotion. Miles even sings and so does his eldest son Milo on one track. About the theme he says  “we all know the stereotype of the black dad with multiple children from multiple partners who is absent from the child’s life  we see it consistently in popular culture. I want to champion the alternative  which to me is just normal.”  As well as being a producer Miles is the co-founder of the Boxed nights  which have been a tight incubator of a music scene dedicated in the main to re-thinking and expanding what grime means  especially instrumental grime. Mitch has always taken it further than most in a unique direction  defining his music led by his own personality rather than deferring to a scene consensus. An early example was his development of ‘peace edits’ in response to the aggressive ‘war dubs’ craze amongst other grime producers  around the time of his first album.  Production-wise Mr. Mitch has always been a minimalist at heart  pushing detailed sound and melody around in space  but on Devout everything is more ambitious  emotive and polished  taking his music in an epic and well defined pop direction  albeit from a sideways angle  re-imagining what an album by an underground producer can be.  Devout’s cast of male and female allies  MC’s and singers each deliver songs that cast perspective around the album’s theme. Mr. Mitch sets the scene with the graceful honesty of the piano led intro  then P Money drops a heartfelt and emotional lyric about the charge of love and responsibility experienced on becoming a dad. Denai Moore’s song ‘Fate’ is open about being sceptical in allowing yourself to fall for someone at the start of a relationship  while Palmistry’s track ‘VPN’ explores his feelings after separation. The warm centre of ‘Devout’ is ‘My Life’s heart-tugging Sakamoto-like melody and bent keys  with Miles gently intoning “It’s yours” and final song ‘Oscar’ tells a newborn his brother will be an elder brother. Devout is a beautiful  grown-up pop record with its foundation in grime.  NPR's first listen to Mr Mitch's latest album 'Devout' : http://www.npr.org/2017/04/13/523606071/first-listen-mr-mitch-devout   OREO JONES  Oreo Jones is that pair of Air Jordans too scuffed up to wear in public  but you do it anyway because they still feel right. Hailing from Indianapolis  Jones' footprints are all over Midwest hip-hop. And in a sea of bleak imitation and style  Jones is a beautiful yacht confidently gliding to his destination  telling stories that demand ears.   http://oreojones.com/   DUCHESS // DILETTANTE  OBTUSE DJs/founders duchess and dilettante set to open up the night. grime/off-beat club  https://soundcloud.com/duchess-obtuse https://soundcloud.com/d_i_l_e_t_t_a_n_t_e  Presented by : Do317.com,
